precinct,simp_race,estimate,units
410670439,Native Hawaiian and Other Pacific Islander alone,0.001217,People
410670439,Some other race alone,10.515662,People
410670439,Two or more races:,140.207882,People
410670439,White alone,1304.6544720000002,People
410670440,American Indian and Alaska Native alone,13.658288,People
410670440,Asian alone,814.6486550000001,People
410670440,Black or African American alone,356.922163,People
410670440,Hispanic or Latinx,1486.25259,People
410670440,Native Hawaiian and Other Pacific Islander alone,0,People
410670440,Some other race alone,23.414136,People
410670440,Two or more races:,479.962034,People
410670440,White alone,3281.166338,People
410670441,American Indian and Alaska Native alone,0,People
410670441,Asian alone,141.0045,People
410670441,Black or African American alone,51.9989,People
410670441,Hispanic or Latinx,159.995,People
410670441,Native Hawaiian and Other Pacific Islander alone,18.9981,People
410670441,Some other race alone,0,People
410670441,Two or more races:,110.0222,People
410670441,White alone,2262.9406000000004,People
410670442,American Indian and Alaska Native alone,34.995960000000004,People
410670442,Asian alone,290.93586500000004,People
410670442,Black or African American alone,0.008585,People
410670442,Hispanic or Latinx,279.063125,People
410670442,Native Hawaiian and Other Pacific Islander alone,0,People
410670442,Some other race alone,0.01212,People
410670442,Two or more races:,255.99798,People
410670442,White alone,4605.17584,People
410670443,American Indian and Alaska Native alone,9,People
410670443,Asian alone,46,People
410670443,Black or African American alone,5,People
410670443,Hispanic or Latinx,382,People
410670443,Native Hawaiian and Other Pacific Islander alone,27,People
410670443,Some other race alone,1,People
410670443,Two or more races:,150,People
410670443,White alone,2842,People
410710001,American Indian and Alaska Native alone,2.056956,People
410710001,Asian alone,53.020486999999996,People
410710001,Black or African American alone,0.39767199999999997,People
410710001,Hispanic or Latinx,133.28668,People
410710001,Native Hawaiian and Other Pacific Islander alone,0.30226200000000003,People
410710001,Some other race alone,0.003107,People
410710001,Two or more races:,333.252886,People
410710001,White alone,2603.8089499999996,People
410710002,American Indian and Alaska Native alone,7.368923,People
410710002,Asian alone,33.885651,People
410710002,Black or African American alone,3.372815,People
410710002,Hispanic or Latinx,372.326415,People
410710002,Native Hawaiian and Other Pacific Islander alone,2.9436400000000003,People
410710002,Some other race alone,0,People
410710002,Two or more races:,210.504704,People
410710002,White alone,2055.914067,People
410710003,American Indian and Alaska Native alone,7.304512,People
410710003,Asian alone,51.06831,People
410710003,Black or African American alone,6.18098,People
410710003,Hispanic or Latinx,319.21425999999997,People
410710003,Native Hawaiian and Other Pacific Islander alone,1.8165049999999998,People
410710003,Some other race alone,0,People
410710003,Two or more races:,254.63120999999998,People
410710003,White alone,2131.0874089999998,People
410710004,American Indian and Alaska Native alone,30.322753,People
410710004,Asian alone,75.89528,People
410710004,Black or African American alone,10.437444,People
410710004,Hispanic or Latinx,447.282621,People
410710004,Native Hawaiian and Other Pacific Islander alone,10.69474,People
410710004,Some other race alone,0,People
410710004,Two or more races:,228.59928000000002,People
410710004,White alone,2156.748526,People
410710007,American Indian and Alaska Native alone,12.241959000000001,People
410710007,Asian alone,29.500287999999998,People
410710007,Black or African American alone,1.917511,People
410710007,Hispanic or Latinx,251.17987200000002,People
410710007,Native Hawaiian and Other Pacific Islander alone,0,People
410710007,Some other race alone,6.211023,People
410710007,Two or more races:,176.09815200000003,People
410710007,White alone,1628.714261,People
410710009,American Indian and Alaska Native alone,3.5354819999999996,People
410710009,Asian alone,9.513304,People
410710009,Black or African American alone,1.2688050000000002,People
410710009,Hispanic or Latinx,43.757082,People
410710009,Native Hawaiian and Other Pacific Islander alone,0,People
410710009,Some other race alone,0.19357000000000002,People
410710009,Two or more races:,53.0434,People
410710009,White alone,1077.39963,People
410710010,American Indian and Alaska Native alone,3.796852,People
410710010,Asian alone,3.015971,People
410710010,Black or African American alone,0.032596,People
410710010,Hispanic or Latinx,268.658639,People
410710010,Native Hawaiian and Other Pacific Islander alone,0.067858,People
410710010,Some other race alone,0.080832,People
410710010,Two or more races:,141.426904,People
410710010,White alone,1447.179647,People
410710012,American Indian and Alaska Native alone,19.351063,People
410710012,Asian alone,9.710165,People
410710012,Black or African American alone,14.729134,People
410710012,Hispanic or Latinx,184.75818800000002,People
410710012,Native Hawaiian and Other Pacific Islander alone,2.301497,People
410710012,Some other race alone,7.657128,People
410710012,Two or more races:,86.38787,People
410710012,White alone,1544.620738,People
410710013,American Indian and Alaska Native alone,0.325497,People
410710013,Asian alone,0.7395719999999999,People
410710013,Black or African American alone,0.073888,People
410710013,Hispanic or Latinx,143.54831900000002,People
410710013,Native Hawaiian and Other Pacific Islander alone,0,People
410710013,Some other race alone,0,People
410710013,Two or more races:,42.937958,People
410710013,White alone,1161.670959,People
410710014,American Indian and Alaska Native alone,73.021958,People
410710014,Asian alone,4.12812,People
410710014,Black or African American alone,33.324724,People
410710014,Hispanic or Latinx,421.91212299999995,People
410710014,Native Hawaiian and Other Pacific Islander alone,5.479117,People
410710014,Some other race alone,0,People
410710014,Two or more races:,134.909826,People
410710014,White alone,1982.481309,People
410710015,American Indian and Alaska Native alone,3.001163,People
410710015,Asian alone,42.802985,People
410710015,Black or African American alone,70.83632,People
410710015,Hispanic or Latinx,549.930473,People
410710015,Native Hawaiian and Other Pacific Islander alone,3.9513490000000004,People
410710015,Some other race alone,0.675119,People
410710015,Two or more races:,84.856426,People
410710015,White alone,1234.783323,People
410710016,American Indian and Alaska Native alone,10.801139000000001,People
410710016,Asian alone,14.558407,People
410710016,Black or African American alone,7.722878000000001,People
410710016,Hispanic or Latinx,458.397592,People
410710016,Native Hawaiian and Other Pacific Islander alone,6.189862000000001,People
410710016,Some other race alone,0,People
410710016,Two or more races:,67.85954,People
410710016,White alone,1924.706418,People
410710017,American Indian and Alaska Native alone,5.089822,People
410710017,Asian alone,18.40073,People
410710017,Black or African American alone,4.02595,People
410710017,Hispanic or Latinx,170.48845599999999,People
410710017,Native Hawaiian and Other Pacific Islander alone,9.919498,People
410710017,Some other race alone,0,People
410710017,Two or more races:,91.800582,People
410710017,White alone,1407.666529,People
410710018,American Indian and Alaska Native alone,58.117891,People
410710018,Asian alone,17.568692,People
410710018,Black or African American alone,8.322685,People
410710018,Hispanic or Latinx,712.614348,People
410710018,Native Hawaiian and Other Pacific Islander alone,20.138745,People
410710018,Some other race alone,0,People
410710018,Two or more races:,86.98043399999999,People
410710018,White alone,2735.023608,People
410710019,American Indian and Alaska Native alone,6.093336,People
410710019,Asian alone,16.070137,People
410710019,Black or African American alone,8.694373,People
410710019,Hispanic or Latinx,374.193817,People
410710019,Native Hawaiian and Other Pacific Islander alone,2.438184,People
410710019,Some other race alone,1.935128,People
410710019,Two or more races:,117.967906,People
410710019,White alone,881.867609,People
410710020,American Indian and Alaska Native alone,22.086728,People
410710020,Asian alone,2.576991,People
410710020,Black or African American alone,2.079848,People
410710020,Hispanic or Latinx,113.56438800000001,People
410710020,Native Hawaiian and Other Pacific Islander alone,2.2007660000000002,People
410710020,Some other race alone,0,People
410710020,Two or more races:,120.43423200000001,People
410710020,White alone,1343.802684,People
410710021,American Indian and Alaska Native alone,9.413252,People
410710021,Asian alone,20.124638000000004,People
410710021,Black or African American alone,2.4672810000000003,People
410710021,Hispanic or Latinx,291.955912,People
410710021,Native Hawaiian and Other Pacific Islander alone,0.01599,People
410710021,Some other race alone,0,People
410710021,Two or more races:,101.86145,People
410710021,White alone,1389.997388,People
410710022,American Indian and Alaska Native alone,23.311773000000002,People
410710022,Asian alone,33.768872,People
410710022,Black or African American alone,10.242659000000002,People
410710022,Hispanic or Latinx,244.89578,People
410710022,Native Hawaiian and Other Pacific Islander alone,8.685865999999999,People
410710022,Some other race alone,0.274919,People
410710022,Two or more races:,155.249222,People
410710022,White alone,2452.708622,People
