precinct,hh_type_1,hh_type_2,estimate,units
410670417,"Male householder, no spouse or partner present:",Living alone,315.484255,Households
410670417,"Male householder, no spouse or partner present:",With only nonrelatives present,37.254574,Households
410670417,"Male householder, no spouse or partner present:",With own children under 18 years,2.093325,Households
410670417,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",3.9568769999999995,Households
410670417,Married-couple household:,With no own children under 18 years,828.522917,Households
410670417,Married-couple household:,With own children under 18 years,471.35074399999996,Households
410670418,Cohabiting couple household:,With no own children of the householder under 18 years,58.323184,Households
410670418,Cohabiting couple household:,With own children of the householder under 18 years,37.412303,Households
410670418,"Female householder, no spouse or partner present:",Living alone,186.895438,Households
410670418,"Female householder, no spouse or partner present:",With only nonrelatives present,7.17591,Households
410670418,"Female householder, no spouse or partner present:",With own children under 18 years,95.640196,Households
410670418,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",82.094652,Households
410670418,"Male householder, no spouse or partner present:",Living alone,138.74791299999998,Households
410670418,"Male householder, no spouse or partner present:",With only nonrelatives present,68.645534,Households
410670418,"Male householder, no spouse or partner present:",With own children under 18 years,55.585994,Households
410670418,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",35.296535999999996,Households
410670418,Married-couple household:,With no own children under 18 years,847.903826,Households
410670418,Married-couple household:,With own children under 18 years,759.728518,Households
410670419,Cohabiting couple household:,With no own children of the householder under 18 years,0.12391100000000001,Households
410670419,Cohabiting couple household:,With own children of the householder under 18 years,0.11938200000000002,Households
410670419,"Female householder, no spouse or partner present:",Living alone,305.507587,Households
410670419,"Female householder, no spouse or partner present:",With only nonrelatives present,17.117618,Households
